   ,CO,NO2,SO2,O3,PM25,PM10,TEMPERATURE,HUMIDITY,RECEIVETIME,PM05N,PM1N,PM25N,PM10N
224,117.03,261.2,225.63,611.1,114.8,133.8,-1.97,34.97,2017/1/31 21:00,12919,5329.4,988.3,1118484.07
225,103.03,249.47,214.8,576.03,117.37,136.47,-2.63,41.6,2017/1/31 22:00,12924.43,5337.93,991.47,1677724.6
226,127.93,250.23,246.23,537.4,153.5,178.9,-3,45.13,2017/1/31 23:00,16373.6,6842.33,1301.57,1677724.6
227,118.43,232.4,246.63,514.27,139.27,162.4,-3,46.97,2017/2/1,15093.4,6288.63,1189.1,3
228,111.93,227.9,253.38,514.07,138.45,162.34,-3.52,49.72,2017/2/1 1:00,14328.03,6032.07,1159.1,1157052.38
229,127.13,226.5,281.2,499.37,165.1,191.73,-3.4,46.03,2017/2/1 2:00,17171.47,7275.17,1396.73,1118484.07
230,153.13,276.03,296.23,550.37,174.17,204.47,-2.9,37,2017/2/1 3:00,17643.8,7576.17,1474.97,559243.53
231,141.4,277.63,247.07,534.83,133.93,156.13,-2.7,39.3,2017/2/1 4:00,14095.4,5929.87,1127.97,559243.53
232,94.93,253.27,227.73,516.6,92.67,109.43,-4,43.77,2017/2/1 5:00,8841.23,3787,747.93,3
233,80.83,255.2,217.33,509.97,62.6,73.93,-4,46.47,2017/2/1 6:00,6157.8,2647.17,499.83,3
234,80.53,226.6,218.53,484.3,47.7,56.9,-4.67,52.1,2017/2/1 7:00,4588.3,1992.03,374.3,3
235,83.47,221.6,215.33,479.67,43.23,51.57,-5.03,63.9,2017/2/1 8:00,4172.1,1822.43,333.33,3
236,101.37,249.6,224.47,513.1,38.6,45.27,-2.03,64.53,2017/2/1 9:00,4479,1887.93,314.1,1118484.07
237,91.53,378.07,220.87,647.63,27.53,32.57,1.33,46.57,2017/2/1 10:00,3932.27,1606.63,236.3,2236965.13
238,77.57,434.8,171.6,721.5,19.53,23.8,3.27,36.43,2017/2/1 11:00,2287.03,1042.57,146.77,559243.53
239,68.03,404.93,164.67,739.93,14.97,18.83,4.1,33.63,2017/2/1 12:00,1562.9,792.2,104.23,3
240,67.43,380.6,176.33,720.87,13.67,16.6,5,31,2017/2/1 13:00,1413.37,727.43,90.33,3
241,68,393.17,193,744.17,13.37,16.47,5,29.17,2017/2/1 14:00,1387.4,717.83,86.67,3
242,65.4,454.2,135.6,743.37,10.23,13.87,4.03,30.03,2017/2/1 15:00,1112.3,600.23,64.93,3
243,65.3,441.73,130.2,757.33,9.53,12.27,3,31.97,2017/2/1 16:00,1087.1,585.9,60.83,3
244,64.87,435.33,116.2,740.57,11.3,14.57,2.33,34.13,2017/2/1 17:00,1338.4,674.3,75.33,3
245,56.27,395.27,116.77,707.3,11.3,15.23,0.27,40.77,2017/2/1 18:00,1496.2,735.8,96.97,1118484.07
246,55.33,360.17,119.07,682.33,17.67,22.57,-1,47.27,2017/2/1 19:00,2197.27,995.6,143.7,559243.53
247,60.17,303.53,164.03,607.27,24.47,30.8,-2.33,49.8,2017/2/1 20:00,2871.03,1250.8,201.17,559243.53
248,58.83,272.07,203.57,548.77,27.07,32.57,-3.87,55.7,2017/2/1 21:00,2937.7,1276.87,210.57,3
249,61.1,263.33,195.53,526.73,34.97,42.5,-4.67,61,2017/2/1 22:00,3636.33,1569.13,269.2,3
250,64.43,233.27,206.87,518.33,52.7,62.13,-5.87,64.5,2017/2/1 23:00,4956.47,2123.4,399.1,3
251,63.3,215.67,208.57,506.87,64.77,76.67,-6.37,65.3,2017/2/2,5763.03,2481.3,487.63,3
252,65.33,202.7,219,482.4,81.77,96.5,-7,68.27,2017/2/2 1:00,6902.4,3001.63,608.4,3
253,67.6,191.57,225.77,449.03,91.63,110.53,-7.6,72.7,2017/2/2 2:00,7582.17,3313.67,677.73,3
254,72.83,187.3,232,437.27,108.7,129.67,-7.77,75.97,2017/2/2 3:00,9109.2,3930.57,805.1,3
255,76.8,184,239.6,439.43,120.9,145.03,-8,80.9,2017/2/2 4:00,10260.2,4402.13,896.77,3
256,74.43,178.3,238.57,412.13,122.4,143.73,-8,85.93,2017/2/2 5:00,10059,4332.47,893.57,3
257,77.63,181.97,241.73,424.4,117.33,140.33,-8.67,88.8,2017/2/2 6:00,9526.3,4127.03,848,3
258,80.37,173.6,243.03,418.2,112.07,132.1,-8.53,90.77,2017/2/2 7:00,9210.23,3976.27,806.33,3
259,89.73,179.8,242.17,431.77,120.33,141.73,-7.93,91.6,2017/2/2 8:00,10089.63,4325.7,871.67,3
260,109.47,211.37,261.97,457.87,127.87,148.27,-5.13,90.13,2017/2/2 9:00,12127.47,5117.93,989.2,3
261,105.7,353.23,320.3,608.23,70.87,82.8,-0.13,69.07,2017/2/2 10:00,7896.9,3201.73,554.53,3
262,91.73,544.7,217.1,737.97,41.8,51.1,3.23,40.5,2017/2/2 11:00,4513.6,1898.87,312.03,3
263,89.83,688.93,143.83,864.3,42.7,52.37,5.63,24.4,2017/2/2 12:00,4065.83,1788.87,309.37,3
264,93.9,650.53,129.07,899.8,47.23,58.3,5.97,20.13,2017/2/2 13:00,4494.43,1939.63,348.7,3
265,87.3,680.87,121.4,944.53,35.17,43.4,7.27,14.37,2017/2/2 14:00,3377.1,1506.7,254.43,3
266,98.3,686.37,122.33,944.63,47.77,58.87,8,13.63,2017/2/2 15:00,4637.77,1989.93,353.67,3
267,112.47,645.7,120.1,956.97,83.5,100.8,7.97,18.07,2017/2/2 16:00,7839.53,3272.4,640.33,3
268,131.03,558.27,143.9,897.43,122.17,146.6,6.8,22.33,2017/2/2 17:00,11360.37,4665.3,938.5,3
269,134.43,343.17,198.37,744.77,134.93,163.17,4.5,26.8,2017/2/2 18:00,12074.83,5144.5,1059.37,3
270,138.77,310.7,199.23,700.07,158.1,187.4,2.23,33.47,2017/2/2 19:00,14691.73,6260.9,1274.23,3
271,117.7,317.17,187.87,706.03,150.97,182.57,1.5,36.83,2017/2/2 20:00,15251.6,6444.47,1288.6,3
272,156.83,303.27,212.23,639.7,186.7,218.6,0.17,40.67,2017/2/2 21:00,21340.4,8902.87,1656.97,1677724.6
273,170.27,260,237.57,578.23,204.17,234.8,-0.33,45.17,2017/2/2 22:00,23996.3,10030.17,1821.77,4473927.27
274,152.23,236.33,246.17,557.2,203.43,230.3,-1.4,48.53,2017/2/2 23:00,24542.4,10257.5,1872,2796205.67
275,145.07,232,248.9,583.2,215.63,246.17,-2,49.57,2017/2/3,24004,10201.13,1925.37,3355446.2
276,146.5,230.13,246.67,557.37,232.6,267.63,-1.9,52.67,2017/2/3 1:00,24037.4,10374.17,2030.53,3355446.2
277,141.6,215.37,243.9,499.77,248.67,284.37,-1,58.5,2017/2/3 2:00,24195.17,10522.4,2156.27,1118484.07
278,143.97,239.27,259.63,503.43,248.83,277.33,-0.57,62.43,2017/2/3 3:00,29287.53,12440.7,2264.67,5592408.33
279,145.77,303.83,254.17,548.73,230.67,254.3,0,61.83,2017/2/3 4:00,31004.47,12858.7,2200.13,7270129.93
280,143.2,265.76,251.76,536.08,224,246.88,0,61.24,2017/2/3 5:00,30518.92,12609.44,2139.76,2684357.56
281,140.67,216.27,249.23,483.27,238.63,261.57,-0.03,63.8,2017/2/3 6:00,31954.57,13277.83,2252.43,3355446.2
282,133.57,216.9,238.93,477.43,247.33,272.27,-1.43,72,2017/2/3 7:00,30071.67,12625.33,2285.2,2236965.13
283,123.87,218.07,230.8,486.87,259.83,293.97,-2.9,80.93,2017/2/3 8:00,25852.63,11216.53,2290.17,559243.53
284,135.4,316.23,259.67,538.7,243.13,268.87,-0.47,81.97,2017/2/3 9:00,30067.97,12496.27,2212.33,3355446.2
285,126.17,506.77,209.8,661.57,184.8,201.1,2.67,75.33,2017/2/3 10:00,25910.43,10275.5,1708,3
286,119.1,631.9,165.9,739.83,162.3,176.9,4.1,74.83,2017/2/3 11:00,21221.13,8406.5,1448.87,3
287,119.83,710.47,127.1,831.5,143.1,167,6.1,67.07,2017/2/3 12:00,12504.6,5314.1,1143.53,3
288,113.3,761.03,112.77,918.23,117.53,140.03,7.53,62.07,2017/2/3 13:00,10200.23,4348.47,936.53,3
289,108.57,824.53,99.37,991.93,100.03,117.6,8.57,56,2017/2/3 14:00,8727.9,3726.9,784.83,3
290,108.27,835.5,97.53,1020.27,92.87,108.5,9,52.7,2017/2/3 15:00,8253.7,3540,729.2,3
291,98.37,797.03,97.3,986.8,78.93,92.17,8.97,53.17,2017/2/3 16:00,7102.27,3032.43,616.13,3
292,94.73,625.67,109.33,931.43,79.5,92.47,7.7,55.87,2017/2/3 17:00,7209.6,3076.03,614.8,3
293,95.53,400.27,154.47,778.43,95.03,111.33,5.57,61.33,2017/2/3 18:00,8541.83,3635.73,744.03,3
294,88.48,328.96,155.08,736.84,104.32,121,3.2,71.84,2017/2/3 19:00,9719.52,4113.8,839.16,3
295,103.17,319.53,155.7,673.37,124.17,138.23,1.6,79.63,2017/2/3 20:00,16302.83,6430.87,1109.07,559243.53
296,112.6,282.2,166.63,648.3,141.77,155,0.33,86.63,2017/2/3 21:00,20946.97,8077.73,1292.8,3355446.2
297,105.2,257.3,183.83,593.93,145.07,160,-0.13,91.47,2017/2/3 22:00,21297.2,8274.87,1327.43,7829370.47
298,119.8,249.03,186.2,585.9,185.13,204.7,-0.63,97.97,2017/2/3 23:00,26062.8,10420.57,1714.13,5592408.33
299,122.4,238.13,198.9,560.3,206.3,228.93,-0.63,99.4,2017/2/4,27613.5,11256.37,1919.77,6151648.87
300,122.2,217.88,209.64,524.2,218.04,245.28,-1,102.48,2017/2/4 1:00,27292.08,11368.6,2016.64,4697623.48
301,115.23,223.27,206.2,509.87,228.13,260.7,-1.53,106.5,2017/2/4 2:00,26883.07,11379.47,2113.8,2236965.13
302,117.23,219.17,209.23,509.2,242,280.43,-1,108,2017/2/4 3:00,27589.4,11907,2272.4,4473927.27
303,126.03,208.77,222.53,496.2,252.23,292.77,-1.9,108,2017/2/4 4:00,27531.47,11976.67,2321.67,3914686.73
304,121.8,198.37,227.13,466.4,261.73,307.37,-2,108,2017/2/4 5:00,27949.43,12284.03,2436,1677724.6
305,135.7,203.87,238.8,464.73,261.5,300.13,-1,108,2017/2/4 6:00,30328.3,13116.4,2474.27,3914686.73
306,165.5,205.77,238.53,461.27,251,282.83,0,108.57,2017/2/4 7:00,32780.97,14003.37,2478.77,6151648.87
307,162.4,192.03,251.73,448.2,231.8,260.17,0,107.63,2017/2/4 8:00,30368.73,12751.8,2224.9,3355446.2
308,154.5,200,250.1,468.57,225.93,251.63,0.33,106.13,2017/2/4 9:00,30178.5,12565.6,2174.07,3914686.73
309,144.04,221.65,240.27,487.31,233.31,260.62,1.23,105.42,2017/2/4 10:00,30705.62,12815.81,2252.38,1290558.08
310,155.03,237.47,253.8,517.63,242.97,270.97,2.27,102.57,2017/2/4 11:00,31649.33,13229.67,2325.7,559243.53
311,134.63,277.73,248,572.83,201.63,228.77,3.43,99.1,2017/2/4 12:00,26060,10698.3,1893.5,3
312,126.3,327.93,219.47,611.27,192.97,235.1,4.23,96.23,2017/2/4 13:00,17804.87,7682.73,1656.23,3
313,120.68,318.2,210.6,637.28,184.4,228.2,5,92.72,2017/2/4 14:00,15312.76,6728.52,1529.32,3
314,118.63,332.57,204.7,632.13,186.9,233.57,5,92.03,2017/2/4 15:00,15409.63,6814.67,1554.43,3
315,120.87,350.6,188.23,649.07,189.87,235.47,5,91.3,2017/2/4 16:00,15795.07,6936,1577.5,3
316,121.67,340.07,197.53,640.9,197.63,241.73,4.8,90.4,2017/2/4 17:00,16381.2,7182.9,1628.5,3
317,117.13,266.07,209.27,565.37,210.7,255.3,3.07,93.4,2017/2/4 18:00,18532.1,8129.17,1803.47,3
318,111.17,263.47,181.9,562.87,227,264.17,1.1,99.93,2017/2/4 19:00,27870.7,11910.67,2224.83,2796205.67
319,119.13,251.8,196.2,552.63,275.7,319.93,0,105.2,2017/2/4 20:00,34103.8,15113.53,2811.33,4473927.27
320,130.73,240.13,205.9,545,321.87,380.23,0,107.7,2017/2/4 21:00,37667.27,17335.6,3319.9,4473927.27
321,144.63,235.87,209.1,531.77,448,544.27,-0.8,108,2017/2/4 22:00,47000.43,23656.07,4872.1,3914686.73
322,131.07,220.37,231.4,485.8,337.8,409.33,-0.33,108.23,2017/2/4 23:00,38486.97,18376.4,3640.7,6710889.4
323,129.57,216.6,249.93,472.07,306.63,373.3,0,108.53,2017/2/5,34987.1,16548.67,3326.17,6710889.4
324,124.1,221.5,242.73,460.67,318.17,394.17,0,108.17,2017/2/5 1:00,35488.03,17105.3,3516.6,6710889.4
325,127.47,202.67,267.57,444.8,330.73,415.97,-0.67,108,2017/2/5 2:00,35377.4,17245.3,3637.2,5592408.33
326,131.8,191.3,270.17,421.13,352.2,442.27,-1,108,2017/2/5 3:00,35726.97,17504.67,3755.47,5033167.8
327,132.67,173.3,295.57,397.93,322.7,401.37,-1.5,108,2017/2/5 4:00,33771.5,16163.23,3385.53,4473927.27
328,134.9,181.47,309.43,409,296.27,369.4,-2,107.47,2017/2/5 5:00,29146.07,13747.47,2962.17,2796205.67
329,150.9,192.73,340.7,414.37,293.53,364.17,-1.47,103.57,2017/2/5 6:00,28425.27,13284.7,2850.33,2236965.13
330,158.07,176.7,328.17,392,328.3,414.57,-2.27,104,2017/2/5 7:00,30086.53,14340.13,3176.13,1677724.6
331,170.63,158.27,343.03,356.47,375.77,489.13,-3,107.6,2017/2/5 8:00,31479.53,15467.87,3628.57,559243.53
332,185.8,194.73,365.07,444.8,344.37,419.33,-1.1,103.5,2017/2/5 9:00,35939.77,16972.43,3519.6,3914686.73
333,171.8,296.5,432.6,624.8,213.97,252.97,3.3,72.67,2017/2/5 10:00,23264.97,10222.73,2015.37,3
334,121.63,476,273.1,826.93,101.83,129.07,6.8,37.97,2017/2/5 11:00,8623.93,3800.93,834.83,3
335,87.77,567,202,914.93,37.53,47.5,9.1,26.6,2017/2/5 12:00,3466.33,1582.07,291.87,3
336,77.17,558.57,176.8,929.3,14.13,17.13,10.2,20.07,2017/2/5 13:00,1551.67,775.17,90.77,3
337,77.7,546.23,184.77,911.13,12.3,14.57,11,14.97,2017/2/5 14:00,1394.77,721.17,75.3,3
338,76.27,540.1,176.87,917.2,11.43,13.83,11,11.53,2017/2/5 15:00,1309.4,687.13,70.03,3
339,94.6,432.43,183.83,809.9,13.77,16.73,10.6,15.83,2017/2/5 16:00,1547.97,772.93,85.43,3
340,83.2,428.77,166.47,824.83,12.9,17.07,9.1,16.23,2017/2/5 17:00,1426.73,729.13,84.9,3
341,85.67,360.37,174.03,761.83,18.9,27.17,6.13,20.47,2017/2/5 18:00,1923.23,934.23,135.73,3
342,87.3,238.23,257.03,497.13,33.23,44.17,3.2,30.47,2017/2/5 19:00,3564.1,1555.9,259.23,3
343,103.97,308.77,197.37,627,61.23,74,0.87,40.43,2017/2/5 20:00,8322.9,3306.67,555.6,3355446.2
344,105.7,259.1,206.4,604.17,69.87,81.13,0,50.47,2017/2/5 21:00,10225.97,3981.5,647.37,4473927.27
345,96.93,272.87,198.33,627.3,75.13,85.97,-0.47,54.2,2017/2/5 22:00,11241.7,4310.53,682.13,3914686.73
346,127.8,279.67,229.07,621.43,85.2,97.33,-0.33,53.7,2017/2/5 23:00,12540.23,4857.93,792.17,6710889.4
347,137,261,287.83,590.13,88.33,100.63,-0.5,53.37,2017/2/6,12428.33,4857.77,802.9,6151648.87
348,96.93,331.67,269.8,663.73,39.27,44.53,1.57,35.7,2017/2/6 1:00,5957.9,2338.73,347.47,1118484.07
349,109.67,277.07,240.6,608.73,36.3,41.17,1.07,32.43,2017/2/6 2:00,5617.57,2193.4,321.23,2236965.13
350,90.43,235.73,233.73,534.73,36.43,41.4,-0.27,39.23,2017/2/6 3:00,5560.1,2172.27,316.5,3355446.2
351,73.37,249.93,222.13,547.63,32.4,36.67,-1.13,45.97,2017/2/6 4:00,4441.1,1790.53,269.5,3355446.2
352,65.27,263.6,211.43,565.07,25.07,28.9,-1.4,49.77,2017/2/6 5:00,3588.4,1465.77,207.23,1677724.6
353,66.33,243.37,210.37,529.1,18.8,22.43,-2.37,58.4,2017/2/6 6:00,2496.83,1071,151.13,1118484.07
354,70.67,206.43,209.9,472.17,30,37,-3,90.43,2017/2/6 7:00,3380.17,1453.83,242.47,3
355,59.3,288.37,190.5,580.6,23.27,28.17,-1.8,99.97,2017/2/6 8:00,3093.57,1331.37,205.63,2236965.13
356,61.3,511.23,169.47,806.97,7.87,9.57,0.57,54.5,2017/2/6 9:00,1344.43,638.27,63.17,3355446.2
357,55.4,529.33,157.17,799.93,5.93,7.63,1.1,42.5,2017/2/6 10:00,1035.6,541.3,46.17,3355446.2
358,55.23,510.73,144.57,769.2,6.53,8.43,2,46.37,2017/2/6 11:00,1077.43,564.5,54.8,1118484.07
359,55.17,508.25,152.17,783,7.75,10.04,2,44.5,2017/2/6 12:00,1212.88,617.08,61.79,699053.67
360,54.77,508.4,152.43,803.93,7.23,8.8,2,43.53,2017/2/6 13:00,1228.7,618.07,56.27,559243.53
361,54.87,481.67,159.07,796.2,8.83,10.73,2.37,44.23,2017/2/6 14:00,1392.8,682.5,71.4,3
362,55.83,441.53,169.93,782.9,11.8,14.83,1.67,44.97,2017/2/6 15:00,1822.57,835.3,101.73,1118484.07
363,55.8,421.93,171.5,771.17,10.03,11.9,1,48.5,2017/2/6 16:00,1644.7,760.1,83.27,1118484.07
364,58.5,383.5,183.73,755.8,9.3,11.97,0.83,50.9,2017/2/6 17:00,1531.13,722,78.13,559243.53
365,58.73,305.47,200.1,648.8,9.7,11.8,-0.2,56.07,2017/2/6 18:00,1612.03,744.8,80,4473927.27
366,51.77,260.77,185.63,577.27,11.5,14.37,-1.8,67.13,2017/2/6 19:00,1721.8,781.43,96.63,1677724.6
367,59.13,279.5,167.57,629.8,17.5,21.43,-1.9,77.13,2017/2/6 20:00,2447.5,1068.07,152.43,1118484.07
368,56.73,261.83,187.07,593.27,18.5,23.87,-1.37,78.5,2017/2/6 21:00,2490.3,1097,163.87,2796205.67
369,56.97,254.87,214.63,556.6,18.57,22.4,-1.17,79.43,2017/2/6 22:00,2799.37,1155.8,153.07,2236965.13
370,55.73,254.43,184,587.67,20.87,25.17,-1,80.63,2017/2/6 23:00,3010.53,1269.33,186.87,1118484.07
371,58.03,243.4,193.93,557.07,25.07,29.53,-1,81.7,2017/2/7,3776.6,1553.97,226.77,559243.53
372,57.97,237.33,195.13,548.2,25.37,29.87,-1,82.07,2017/2/7 1:00,3705.37,1521.9,222.03,1677724.6
373,58.6,219.8,208.23,514.63,24.4,29.4,-1,83.5,2017/2/7 2:00,3750.4,1526.47,215.33,2236965.13
374,60.23,242.47,192.83,566.13,26.37,32.3,-1,82.83,2017/2/7 3:00,3870.63,1587.03,241.2,2236965.13
375,65.03,238.6,195.27,551.97,30.43,35,-1,82.8,2017/2/7 4:00,4719.53,1867.73,273.97,2796205.67
376,64.67,241.53,197.8,540.07,33.47,39.23,-1,82.4,2017/2/7 5:00,5072.1,2008.17,303.07,2236965.13
377,65.83,238.3,216.4,519.3,35.7,42.3,-1,82.7,2017/2/7 6:00,5395.4,2171.83,336.97,2236965.13
378,66.9,235.17,208.4,523.87,37.9,44.6,-1,83,2017/2/7 7:00,5519.03,2217.63,353.2,3914686.73
379,72.47,214.3,218.83,497.57,44.53,53.77,-1,84.3,2017/2/7 8:00,6384.37,2550.03,405,2796205.67
380,76.37,231.97,212.13,539.93,60.4,70.13,-0.07,83.03,2017/2/7 9:00,9314.33,3540.8,537.2,3914686.73
381,70.77,236.17,265.87,531.9,52.5,58.93,0.43,77.33,2017/2/7 10:00,8449.87,3144.57,441.6,3355446.2
382,84.53,346.77,635.13,726.67,22.07,26.8,1.67,63.7,2017/2/7 11:00,3497.6,1413.17,189.93,3
383,90.8,357.03,372.5,749.67,26.33,30,3,48.2,2017/2/7 12:00,4176.8,1639.7,218.37,3
384,82.57,374.37,237.9,750.13,31,35.03,3.47,44.93,2017/2/7 13:00,4388.07,1752.37,247.67,3
385,83.97,434.4,178.13,785,31.83,37.1,3,43.8,2017/2/7 14:00,3671.97,1557.9,235.33,3
386,84.87,404.27,160.97,767.83,27.1,31.43,3,45.4,2017/2/7 15:00,3120.13,1337.27,192.73,3
387,75.9,389.8,158.47,743.5,25.17,29.5,2.3,50.83,2017/2/7 16:00,2921.57,1269.97,178.97,3
388,69.5,390.3,173.87,742.1,20.9,24.33,1.8,53.73,2017/2/7 17:00,3091.97,1269.3,161.5,3
389,76.37,319.2,193.3,670.9,21.9,24.7,0.43,57.53,2017/2/7 18:00,3828.27,1454.3,169.3,1118484.07
390,80.23,256.3,206.6,568.93,24.8,28.97,0,61.9,2017/2/7 19:00,4269.57,1628.67,201.63,3355446.2
391,89,261,196.83,594.27,30.47,34.4,0,62.77,2017/2/7 20:00,5079.53,1931.47,250.83,4473927.27
392,92.17,280.73,183.23,638.17,35.23,40.4,0,64.5,2017/2/7 21:00,5861.37,2211.73,301.37,3914686.73
393,92.56,271.84,182.04,614.68,54.92,61.12,-0.6,67.68,2017/2/7 22:00,9011.32,3333.72,467.48,4697623.48
394,95.4,285,174.8,643.67,51.57,58.67,-0.23,69.53,2017/2/7 23:00,7963.6,3027.03,438.97,3355446.2
395,95.93,240.07,200.97,554.67,53.9,60.7,-0.7,73.4,2017/2/8,8489.27,3197.47,461.77,5033167.8
396,93.37,246.2,194.2,569.37,54,60.23,-1,77,2017/2/8 1:00,8869.43,3304.9,455.1,3914686.73
397,120.1,226.4,216.17,521.93,79.33,88.53,-1,78.1,2017/2/8 2:00,11589.73,4430.93,682.43,2236965.13
398,121.83,209.17,233.5,490.3,92.97,102.87,-1.07,78.53,2017/2/8 3:00,12771.83,4975,805.03,4473927.27
399,116.9,205.73,238.1,474.1,96.23,107.57,-2,81.9,2017/2/8 4:00,12858,5041.87,816.17,2796205.67
400,114.03,206.23,248.13,472.9,90.47,100.97,-2,81,2017/2/8 5:00,12455.23,4850.43,771.17,1677724.6
401,128.33,210.03,254.97,478.83,102,114.43,-2,79.3,2017/2/8 6:00,13927.2,5419.77,870.63,1118484.07
402,127.17,205.83,263.17,478.3,97.5,108.7,-2,79.13,2017/2/8 7:00,13356.4,5175.6,812.3,1677724.6
403,137.03,222.77,266.53,507.87,106.47,116.5,-1.17,77.17,2017/2/8 8:00,16219.43,6166.3,924.9,1677724.6
404,161.77,273.23,318.6,574.73,120.07,131.93,-0.53,75.13,2017/2/8 9:00,17520.4,6749.47,1044.7,2796205.67
405,160.37,343.9,294.2,639.23,116.93,127,0,70.4,2017/2/8 10:00,17771.77,6767.77,1029.47,6151648.87
406,181.23,416.77,264.2,679.2,101.97,111.8,1.2,64.6,2017/2/8 11:00,15669.53,5927.67,883.97,3355446.2
407,251.83,517.07,322.77,775.97,113.37,126.1,3.23,50.2,2017/2/8 12:00,15388.33,6021.63,974.4,3
408,197.43,555.87,206.73,843.07,72.1,84.3,4.2,34.87,2017/2/8 13:00,6921.87,2934.47,535,3
409,66,653.23,124.4,890.33,14.6,19.53,5,19.7,2017/2/8 14:00,1531.5,776.3,102.47,3
410,62.43,609.13,114.43,849.2,12.07,16.27,4.97,17.17,2017/2/8 15:00,1323.9,688.33,81.4,3
411,61.13,563.57,117,832.83,11.6,15.17,4.23,15.9,2017/2/8 16:00,1283.1,665.33,76.3,3
412,59.3,508.53,118.2,798.27,12.03,15.03,3.27,16.1,2017/2/8 17:00,1352.43,693.2,79.57,3
413,59,368.77,148.47,717.97,13.47,16.5,1.4,18.73,2017/2/8 18:00,1834.77,845.03,100.37,3
414,60.93,315.67,174.13,664.37,18.57,22.27,0,22.33,2017/2/8 19:00,3012.53,1242.93,161.2,4473927.27
415,62.6,325.77,181.4,644.9,20.37,23.77,-0.33,24.93,2017/2/8 20:00,3220.03,1314.73,178.13,2796205.67
416,66,419.04,155.16,702.72,16.64,21.52,0,20.36,2017/2/8 21:00,2611.32,1105.8,149.44,4026534.84
417,58.33,475.5,135.17,732.3,12.17,17.6,-0.07,17.43,2017/2/8 22:00,1891.63,859.2,122.7,2796205.67
418,53.67,450.1,132.07,704.77,12.37,17.13,-1,19.37,2017/2/8 23:00,1744.63,803.9,115.73,559243.53
419,52.27,471.6,122.1,710.2,10.67,14.97,-1.9,21.07,2017/2/9,1418.03,683.3,90.2,559243.53
420,51.5,511.1,107.87,724.13,10.03,14.43,-2,21.67,2017/2/9 1:00,1185.57,594.83,78.47,3
421,51.7,475,114,705.6,9.53,13.77,-2.63,23.23,2017/2/9 2:00,1194.87,591.63,73.5,559243.53
422,51.83,406.3,135,656.23,10.27,12.77,-3.27,25.5,2017/2/9 3:00,1289.33,611.93,74.23,3
423,55.1,376.63,141.53,649.07,11.77,14.5,-4,27.57,2017/2/9 4:00,1417,667.9,82.73,3
424,59.37,413.77,131.17,686.03,10.93,13.23,-4,27.1,2017/2/9 5:00,1328.37,628.67,76.5,3
425,64.43,362.07,153.87,659.13,12.07,14.93,-4,28.3,2017/2/9 6:00,1460.5,677.87,89.2,3
426,57.37,335.1,161.27,660.73,13.43,16.33,-4.63,29.63,2017/2/9 7:00,1486.43,688.2,92.67,3
427,59.7,364.63,152.1,669.47,13.17,16.17,-4.33,28.57,2017/2/9 8:00,1535.7,713.9,96.37,3
428,63.47,439.53,143.07,700.07,12.47,16.3,-1.97,23.6,2017/2/9 9:00,1683.43,773.83,103.97,559243.53
429,54.67,594.1,119.83,753.2,9.63,18.33,-0.07,18.27,2017/2/9 10:00,1281.97,661.57,104.67,1677724.6
430,60.77,602.07,123.9,772.4,7.97,12.7,0.5,15.57,2017/2/9 11:00,1300.8,639.63,76.33,2236965.13
431,58.47,603.23,120.83,799.43,7.97,11.13,1.13,13.43,2017/2/9 12:00,1296.53,639.53,71.07,1118484.07
432,59.4,584.4,120.1,792.3,7.9,11,2.1,12.37,2017/2/9 13:00,1320.4,644.77,64.43,3
433,64.13,580.73,118.8,815.73,7.57,9.7,3,10.6,2017/2/9 14:00,1250.03,621.4,59.63,3
434,60.7,625.37,95.87,834.77,7.33,9.6,3.27,9.03,2017/2/9 15:00,974.67,535,47.33,3
435,60.13,584.13,96.4,839.9,8,10.5,3.93,7.8,2017/2/9 16:00,947.3,535.07,47.33,3
436,61.43,560.93,94.47,841.67,10.47,14.17,2.9,8.47,2017/2/9 17:00,1213.43,631.73,69.33,3
437,58.87,466.8,111.13,795.73,9.4,12.7,1.47,9.47,2017/2/9 18:00,1258.6,643.5,69.2,3
438,62.4,353.43,144.47,708.3,13.67,17.63,0,13.77,2017/2/9 19:00,2201.63,965.57,120.93,3914686.73
439,63.53,348.73,152.57,696.23,15.6,18.87,-0.3,15.87,2017/2/9 20:00,2504.4,1067.1,140.43,2796205.67
440,63.63,350.8,152.1,698.57,16.4,20.1,-0.73,16.9,2017/2/9 21:00,2624.1,1115.47,145.77,3
441,59.87,374.77,148.37,688.53,14.83,18.07,-1,19,2017/2/9 22:00,2245.53,976.13,126.83,559243.53
442,54.47,386.07,139.47,702.2,10.8,13,-1.27,19.47,2017/2/9 23:00,1674.8,752.87,89.13,1677724.6
443,55.33,340.27,152.7,649.4,15.4,18.33,-2,22.03,2017/2/10,2026.93,901.63,123.23,559243.53
444,63.96,304.8,174.8,618.4,15.56,18.4,-2.44,23.4,2017/2/10 1:00,1876.44,850.52,119.12,3
445,71.1,298.33,236.67,580.3,19.83,24.23,-3,24.27,2017/2/10 2:00,2418.17,1057.6,158,559243.53
446,58.23,370.1,142.6,656.33,13.27,15.3,-2,22.8,2017/2/10 3:00,1793.13,813.2,102.83,1677724.6
447,54.73,402.4,127.63,683.43,8.03,9.13,-2,22.47,2017/2/10 4:00,1162.4,562.83,56.33,559243.53
